Date,Open,High,Low,Close,Volume
2010-01-04,10820.0,10820.0,10820.0,10820.0,0
2010-01-05,10755.0,10755.0,10755.0,10755.0,0
2010-01-06,10770.0,10770.0,10770.0,10770.0,0
2010-01-07,10745.0,10745.0,10745.0,10745.0,0
2010-01-08,10835.0,10835.0,10835.0,10835.0,0
2010-01-11,10845.0,10845.0,10845.0,10845.0,0
2010-01-12,10765.0,10765.0,10765.0,10765.0,0
2010-01-13,10795.0,10795.0,10795.0,10795.0,0
2010-01-14,10920.0,10920.0,10920.0,10920.0,0
2010-01-15,10830.0,10830.0,10830.0,10830.0,0
2010-01-19,10860.0,10860.0,10860.0,10860.0,0
2010-01-20,10655.0,10655.0,10655.0,10655.0,0
2010-01-21,10600.0,10655.0,10655.0,10655.0,0
2010-01-22,10350.0,10600.0,10600.0,10600.0,0
2010-01-25,10465.0,10465.0,10465.0,10465.0,0
2010-01-26,10330.0,10330.0,10330.0,10330.0,0
2010-01-27,10315.0,10315.0,10315.0,10315.0,0
2010-01-28,10290.0,10290.0,10290.0,10290.0,0
2010-01-29,10205.0,10205.0,10205.0,10205.0,0
2010-02-01,10285.0,10285.0,10285.0,10285.0,0
2010-02-02,10420.0,10420.0,10420.0,10420.0,0
2010-02-03,10440.0,10440.0,10440.0,10440.0,0
2010-02-04,10035.0,10035.0,10035.0,10035.0,0
2010-02-05,9975.0,10035.0,10035.0,10035.0,0
2010-02-08,9870.0,9870.0,9870.0,9870.0,0
2010-02-09,10020.0,10020.0,10020.0,10020.0,0
2010-02-10,10035.0,10035.0,10035.0,10035.0,0
2010-02-11,10055.0,10055.0,10055.0,10055.0,19762
2010-02-12,10090.0,10095.0,9970.0,10035.0,12519
2010-02-16,10180.0,10200.0,10005.0,10040.0,14148
2010-02-17,10365.0,10380.0,10310.0,10320.0,16064
2010-02-18,10420.0,10405.0,10350.0,10405.0,12448
2010-02-19,10275.0,10405.0,10200.0,10405.0,19944
2010-02-22,10375.0,10380.0,10325.0,10345.0,11725
2010-02-23,10205.0,10330.0,10135.0,10315.0,22799
2010-02-24,10230.0,10240.0,10130.0,10190.0,12366
2010-02-25,10060.0,10120.0,9945.0,10110.0,16837
2010-02-26,10160.0,10170.0,10035.0,10070.0,14257
2010-03-01,10230.0,10265.0,10170.0,10205.0,12561
2010-03-02,10240.0,10305.0,10220.0,10225.0,13527
2010-03-03,10240.0,10250.0,10250.0,10250.0,16035
2010-03-04,10225.0,10250.0,10170.0,10250.0,15263
2010-03-05,10540.0,10555.0,10380.0,10390.0,21275
2010-03-08,10620.0,10650.0,10575.0,10585.0,21806
2010-03-09,10585.0,10640.0,10495.0,10520.0,22724
2010-03-10,10615.0,10670.0,10580.0,10580.0,18415
2010-03-11,10705.0,10715.0,10625.0,10625.0,0
2010-03-12,10740.0,10650.0,10650.0,10650.0,0
2010-03-15,10665.0,10665.0,10665.0,10665.0,0
2010-03-16,10730.0,10730.0,10730.0,10730.0,0
2010-03-17,10770.0,10770.0,10770.0,10770.0,0
2010-03-18,10725.0,10725.0,10725.0,10725.0,0
2010-03-19,10705.0,10705.0,10705.0,10705.0,0
2010-03-22,10685.0,10685.0,10685.0,10685.0,0
2010-03-23,10770.0,10770.0,10770.0,10770.0,0
2010-03-24,10795.0,10795.0,10795.0,10795.0,0
2010-03-25,10825.0,10825.0,10825.0,10825.0,0
2010-03-26,10920.0,10920.0,10920.0,10920.0,0
2010-03-29,11050.0,10920.0,10920.0,10920.0,0
2010-03-30,11115.0,11115.0,11115.0,11115.0,0
